TextBox1,aTSV_MerchandiseCustomCodeDataTextBox,aTSV_MerchandiseDescriptionDataTextBox,aTSV_BrandDescriptionDataTextBox,aTNU_SaleQuantityDataTextBox,TextBox3
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1124-1,BISCOITO CAMILLA 200G,CAMILLA,71,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M238-1,BISCOITO BAUDUCCO WAFER 140G MORANGO,WAFER,44,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M237-1,BISCOITO BAUDUCCO WAFER 140G CHOCOLATE,WAFER,82,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1725-1,BISCOITO BAMBOLE 400G,MESA MINEIRA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1759-1,BISCOITO AMENDOA COM CHOCOLATE 200G,DLEO,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2141-1,BISCOIITO MARILAN LEITE 300G,Marilan,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1811-1,BISC.PASSATEMPO RECH 130G CHOCOLATE,PASSATEMPO,53,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2544-1,BISC.MABEL 300G LEITE,MABEL,13,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000008,BIFE BOVINO TEMPERADO,.,"307,782",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000007,BIFE BOVINO EMPANADO,.,"90,866",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000006,BIFE ANCHO,.,"46,506",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000005,BIFE A ROLE TEMPERADO,.,"26,159",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M814-1,BICARBONATO DE SODIO 40G,CONDINEW,21,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2790-1,BIC SOLEIL BARBEAR,BIC,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000164,BETERRABA,.,"1,81",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896587400035,BELISCÃO 400G,BOLACHAS BRALIA,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891164029302,BEBIDA SABOR MORANGO COM 15 G DE PROTEINA - 250ML,AURORA,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891164029319,BEBIDA SABOR CHOCOLATE COM 15 G DE PROTEINA - 250ML,AURORA,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898016050934,BEBIDA MORANGO 130G,JAMAVA,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898016050965,BEBIDA LACTEA POLPA MORANGO 470G,JAMAVA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891164028695,BEBIDA LACTEA MORANGO 850G,AURORA,17,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898016050866,BEBIDA LACTEA MORANGO,JAMAVA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2491-1,BEBIDA LACTEA FERM SAB SALADA DE FRUTA - 850GR,AURORA,18,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898377661848,BEBIDA CABARE ICE LIMAO 275ML,.,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7897395000509,BEBIDA CABARE ICE FRUTAS VERMELHAS 275ML,.,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2070-1,BEB MIST CABARE ICE FRAM LN 275ML,CABARE,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2640-1,BATATA STAR FRITES 2KG,STAR FRITES,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896004006239,BATATA PRINGLES 109G CREME E CEBOLA,PRINGLES,25,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1376-1,BATATA PALITO EASYCHEF 2KG,EASY CHEF,26,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2784-1,BATATA PALITO CONGELADA 2KG NOBRE,NOBRE,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M62-1,BATATA PALITO CONGELADA 2KG,CANÇÃO ALIMENTOS,"0,63",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891164026707,"BATATA PALITO CONGELADA 1,05KG",AURORA,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7897200607688,"BATATA PALITO 1,1KG",CANÇÃO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1328-1,BATATA PALHA PINGOOL 100G,PINGOOL,37,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,LEVEMAIS,BATATA PALHA LEVE MAIS 500G,LEVE MAIS,31,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1660-1,BATATA PALHA LEVE + 500G,leve+,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1185-1,BATATA PALHA 101G,PRATIC LEVE,64,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M422-1,BATATA PALHA 100G,CRISTAL,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2529-1,BATATA ECOFRIES 10MM MCCAIN 2KG,ECOFRIES,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000163,BATATA DOCE,.,"0,8",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2298-1,BATATA CURCUMA EASYCHEF 2KG, EASYCHEF,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M426-1,BATATA CHIPS 80G,CRISTAL,122,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1626-1,BATATA C/ CURCUMA 9MM EASYCHEF 2KG, EASYCHEF,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M702-1,BATATA 104G ORIGINAL,PRINGLES,40,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000162,BATATA,.,"567,23",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M856-1,BARBECUE TRADICIONAL 200G,CONDINEW,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M146-1,BARALHO COPAG 139,COPAG,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,631911741135,BANHA SUINA POTE 400G,.,36,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7,BANDEJINHAS 9,.,457,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,8,"BANDEJINHAS 8,00",.,195,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2676-1,BAND- AID 40UN,BAND AID,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000004,BANANINHA,.,"0,728",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898279790394,BANANAS 80G,FINI,32,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000151,BANANA PRATA,.,"226,34",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000150,BANANA NANICA,.,"367,54",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896262304351,BALA MENTOS STICK 37,MENTOS,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2635-1,BALA LUA CHEIA DORI,LUA CHEIA,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7892840822774,BACONZITOS 86G,STELLA,21,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1052-1,BACONZITOS 34G,PEPSICO,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000060,BACON,.,"169,356",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M177-1,AZEITONA VERDE VALE FERTIL 120G FATIADO,VALE FERTIL,72,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M913-1,AZEITONA VERDE SEM CAROÇO 240G,VALE FERTIL,60,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M759-1,AZEITONA VERDE COM CAROÇO 240G,VALE FERTIL,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898622811288,AZEITONA VERDE 250G,PORTOBELLO,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2540-1,AZEITE OLIVA ANDORINHA 250ML EX.VIRG,OLIVA,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,5601216120152,AZEITE DE OLIVA ANDORINHA 500ML,ANDORINHA,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M178-1,AVEIA APTI 150G FLOCOS REGULAR,Apti,14,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7891164110703,AUROGGETS TRADICIONAL 800G,AURORA,48,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2783-1,AUROGGETS 275G,AURORA,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2708-1,AURO PRO WHEY,AURORA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M940-1,ATUM RALADO EM OLEO,.,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M939-1,ATUM RALADO AO NATURAL,COQUEIRO,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1374-1,ATUM RALADO AO NATURAL,GOMES DA COSTA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1282-1,ASA,Holambra,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000090,ASA,.,"348,426",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896086419774,ARROZ PATEKO 5KG,PATEKO,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1381-1,ARROZ NAMORADO 5KG,NAMORADO,31,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M782-1,ARROZ FAMIL 5KG,FAMIL,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1847-1,ARROZ CAMIL 5KG,CAMIL,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1281-1,ARROZ CAMIL 1KG,CAMIL,34,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898910194680,ARROZ BRANCO SELECT 1KG,SABENE,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896011906874,ARROZ BRANCO 5KG,BLUE VILLE,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2775-1,ARROZ BLUE VILLE 1KG,BLUE VILLE,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1483-1,ARROZ ARROZAL 5KG,ARROZAL,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M790-1,ARROZ 1KG,SOLITO,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1548-1,AROMASIL LAVANDA 140ML,AROMASIL,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1547-1,AROMASIL EUCALIPTO 140ML,AROMASIL,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2461-1,AROMA DE BAUNILHA CEPERA 30ML,CEPERA ,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2662-1,ARANHA 80G,FINI,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7908228806011,ARANHA 80G,FINI,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M37-1,APARELHO BARBEAR GILLET PRESTOBARBA COM 2 ULTTRA GRIP,GILLET,62,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M38-1,APARELHO BARBEAR BIC COMFORT 3 ACTION 3L PELE SENSIVEL,BIC,83,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M404-1,ANA MARIA TRIPLO CHOCOLATE 70G BIMBO,BIMBO,21,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M405-1,ANA MARIA MORANGO 70G,BIMBO,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M408-1,ANA MARIA GOTAS DE CHOCOLATE 70G,BIMBO,27,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M406-1,ANA MARIA CHOCOLATE 70G,BIMBO,25,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2571-1,ANA MARIA CENOURA 70G,BIMBO,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M553-1,ANA MARIA BAUNILHA 70G,BIMBO,13,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1300-1,AMSTEL 350ML C/12UND,AMSTEL,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1299-1,AMSTEL 269ML 12UND,AMSTEL,13,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1175-1,AMSTEL 269ML,AMSTEL,75,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898279790431,AMORAS 80G,FINI,53,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1001-1,AMIDO DE MILHO MAISCERTA 200G,NEILAR,22,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M420-1,AMENDOIM SEM PELE 200G,CRISTAL,102,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1413-1,AMENDOIM SABOR SALSA E CEBOLA 200G,CRYSTAL,43,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M421-1,AMENDOIM NOVIDADE 200G,CRISTAL,143,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M419-1,AMENDOIM JAPONES 200G,CRISTAL,79,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M418-1,AMENDOIM FRITO 200G,CRISTRAL,77,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2442-1,AMENDOIM CROCANTE TRADICIONAL 150,CRISTAL,56,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,121212,AMENDOIM COM CASCA 1KG,AMENDOIM,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2703-1,AMEIXA LA VIOLETERA SECA 100G,LA VIOLETERA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2677-1,AMANCIANTE ASSIM 500ML AZUL,ASSIM,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2431-1,AMACIANTE YPE 1L CONCENTADO PINK,Ype,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1883-1,AMACIANTE URCA 2L PRIMAVERA,URCA,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M287-1,AMACIANTE ROUPA COMFORT CONCENTRADO 400ML FRESCOR INTENS,COMFORT,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2609-1,AMACIANTE ROUPA COMFORT 700ML ENERGIA FLORAL,COMFORT,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2315-1,AMACIANTE MINUANO 500ML CLASSICO AZUL,MINUANO,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M258-1,AMACIANTE DOWNY 500ML CONCENTRADO BRISA VERAO,DOWNY,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7500435201292,AMACIANTE DOWNY 500ML CONCENT BRISA ELEGANTE,DOWNY,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2100-1,AMACIANTE COMFORT PURO CUIDADO 500ML,COMFORT,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M184-1,AMACIANTE BABY SOFT 2L CARINHO AZUL,BABY SOFT,27,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2478-1,AMACIANTE AZUL CANDURA 2L,CANDURA,2,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1225-1,AMACIANTE AMACITEL 2L LUXO TOQUE POESIA AZUL,AMACITEL,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898953190083,ALHO TRITURADO TEMPERO 200G,.,24,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M839-1,ALHO PICADO 200G,CONDINEW,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M633-1,ALHO FRITO 80G,.,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M779-1,ALHO EM PASTA 200G,CONDINEW,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000240,ALHO,.,"91,16",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M251-1,ALGODAO APOLO 25G,APOLO,6,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,060,ALFACE,.,759,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M776-1,ALECRIM 10G,CONDINEW,16,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M902-1,"ALCOOLO ETILICO HIDRATADO 92,8 1 LITRO",TAUÍPE,46,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1736-1,ALCOOL TAUIPE 70 1L,TAUÍPE,22,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1514-1,"ALCOOL TAIUPE 46,2 1L",TAUÍPE,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2795-1,"ALCOOL LIQUIDO TUPI 500ML 46,2 NEUTRO",TUPI,4,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2797-1,ALCOOL LIQUIDO OBBA 1L BICARBONATO,OBBA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,000002,ALCATRA,.,"294,682",Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1008-1,AGUARDENTE PITU 965ML,PITU,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M996-1,AGUARDENTE JAPI DE CANA,JAPI,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M569-1,AGUARDENTE DE CANA,.,63,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M792-1,AGUA TONICA ANTARCTICA 350ML,ANTARCTICA,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M156-1,AGUA SANITARIA SUPREMA 2L,SUPREMA,28,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M36-1,AGUA SANITARIA CANDURA 1L,CANDURA,78,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M670-1,AGUA SANITARIA 2L,CANDURA,42,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M947-1,"AGUA NATURAL MINERAL SEM GAS 1,5L",LINDOYA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7898994957102,AGUA NA CAIXA AGUA MIN S GAS TETRAPAK 500ML,TETRAPAK,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2466-1,AGUA MONTES CLARO 500ML,MONTES CLARO,11,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896008005306,AGUA MINERAL LINDOYA 500ML,LINDOYA,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896087705302,AGUA MINERAL FERRASPARI C/GAS 510ML,Ferraspari,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2641-1,AGUA MINERAL FERRASPARI 500 ML,Ferraspari,23,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M2723-1,"AGUA MINERAL FERRASPARI  1,5L",Ferraspari,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896089500202,AGUA LINDOYA 510ML,LINDOYA,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M163-1,AGUA DE COCO DUCOCO 1L,DUCOCO,12,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1125-1,AGUA DE COCO DUCOCO,DUCOCO,32,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,7896000593764,AGUA DE COCO 180ML,PURO COCO ,1,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1512-1,AGUA CRYSTAL 500ML,CRYSTAL,40,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1491-1,"AGUA CRYSTAL 1,5L",CRYSTAL,10,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1486-1,AGUA COM GAS 510ML,CRYSTAL,29,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1401-1,AGUA COM GAS 500ML,LINDOYA,32,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1373-1,"AGUA COM GAS 1,5LITROS",POMPEIA,3,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1886-1,"AGUA COM GAS 1,5 L FERRASPARI",Ferraspari,18,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M194-1,ADOCANTE ZERO CAL 100ML,ZERO CAL,7,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M193-1,ADOCANTE ADOCYL 100ML,ADOCYL,23,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1606-1,AÇUCAR REFINADO UNIAO 1KG,UNIAO,15,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1532-1,AÇUCAR REFINADO PATEKO 1KG,PATEKO,5,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M164-1,AÇUCAR REFINADO 1KG,CARAVELAS,144,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M192-1,ACUCAR DEMERARA CARAVELAS 1KG,CARAVELAS,9,Todos
Todos Vendedores - 01/07/2026 00:00:00 até 22/09/2026 23:59:59 - NF: Todos,M1520-1,ACUCAR CRISTAL COLOMBO 2KG,COLOMBO,51,Todos
